,evaluation,0
2543,超级无敌差！京东自己定制的东西！质量没有保证 大家不要上当了！还是买微鲸普通版的好！声音屏幕**的一地。还有黑点！被客服诱导错买了！说跟另外一款配置一样。其实声音都不一样。都没有杜比环绕。就两个破喇叭！,负面
2192,性价比还是很高的电视，唯一就是4k片源比较少,负面
1840,发货及时，质量很好,负面
1102,电视看了一星期了总体还不错，建议购买,负面
654,电机很好用，操作简单，不错。就是下能装第三方软件。,正面
269,电视机收到了，京东发货很快,正面
3292,画面还可以，这种掉价很快，各位先不要买，2499也有买过的，我是2988买的，买贵了。5.1价格现在价格一个月掉了100多还送东西。这个还会掉。望买的用户考虑一下。这个最先是卖2499元的。价格不地道。。。。。启动慢，，，十几天了，，每次开机4-5分钟左右。。。联系客服说是升级，我是最新版本了，不知道还怎么升，，，如果买这个电视，开机可以先开洗完澡再看，，，慢，，内存也不足。，，，反正一个字不值当的东西。,负面
3425,买了，就说设备码错误，无法领取，左下角还有个显示本机信息的蓝色窗口一直闪烁，电话一直打，根本没人接打不通，无语,正面
178,不错！很好用！视觉效果很棒！,正面
789,前天下单昨天就到了。速度快。到货赶紧挂上看，挺清晰的。喜欢的朋友赶紧下手,正面
1009,不错的购物，电视屏幕确实够大是很清晰，今天到货了就装上在看的，没发现什么瑕疵。用着时间长在看屏幕怎么样的。 晒单： 收起 向左转 向右转,负面
2525,今天收到了电视，客观评价下。1.电视外观大器，系统UI非常人性化，比小米的好用。2.之前比较担心收到残次品，实际收到的完美。3.屏幕在中午反光比较厉害，有的场景颜色太暗。4.外放的音质一般，听着比较空旷的感觉。5.安装师傅到达也非常及时，并且仔细认真的安装。6.免费领取一年的会员， 无开关机广告，比小米强。7.有些资源需要超级VIP才可以观看，免费的VIP不可以观看。8.下面缝隙比较大，做工有待加强。9.智能语音功能比较不错，可以快速方便搜索，但是语音识别率有待加强。语音功能只能用于系统自带软件，第三方软件里无法使用此功能。,负面
567,性价比高，不错,正面
313,非常愉快的一次购物，昨天下的单子今天就到货，安装师傅比较细心，复合很好，京东给力，夏普给力！,负面
3771,这个电视毫无智能语音体验，只有一些简单的操作，不该贪几百块的便宜，买小米就好了，开关机不灵敏，边框不是金属的，底座是我见到的最简陋的 ，屏幕背景暗淡，根本看不清，也不知道设计软件的怎么想的 ，大半夜起来12点整抢的，被告知没有挂架送，已送完，其他赠品也没兑现，建议大家考虑下别的品牌吧 优点是 便宜、配置高 买电视还是要买听话的电视,负面
2663,巨坑！上个月买的2800 现在跌到2700 还有满1000减50元 坑！电视机质量也不好，画面不清晰。本来想退货告知已经超7天 真是后悔死了！,负面
147,很好用，色彩很好，简单易用,负面
866,很不错，挺好的，就是售后不方便,正面
1254,昨天晚上定的，今天下午就到了，速度很快，屏幕是三星的、感觉两都还不错，联网了以后速度蛮快的，比之前的网速快，资源里面还有英剧和美剧，挺好的。如果放高清电视屏幕很清晰，声音也适中，总之从各方综合下来，这个价位能做到这样很不错了，给好评，希望风行继续加油，以后作出更棒的电视！期待！,负面
1367,非常不错，双十一买的等了1个月，没白等！赞！好！喜欢的可以下单，客服上门安装的服务态度好,负面
1544,关注了很久了，双11购买的，使用了一个月才来评价，价格实惠，图像清晰，色彩鲜艳，电影资源新的挺多，支持国货，最超值的电视机了,负面
2805,不满意的质量，满意的售后服务不错。不建议购买,负面
2452,性价比最高55寸之一，值得入手。发货速度迅速。脚架安装很方便。开机直接升级了系统，开机时间稍长，没发现有恼人的开机广告。AV端口设计是个亮点。机身有光纤输出，有回音壁的同学耳朵可以享福啦。,负面
1530,特价时买的。性价比不错。,正面
587,12/5给新家买的这款58H7，虽然一开始就锁定创维，毕竟是中国的品牌，两年前买的另外一台就用得不错，这次新家毫不犹豫去选创维的电视。从选择尺寸，到确认型号，纠结了好久。对比了几个款式，最终锁定58H7是看中它的无边设计，时尚，整体25核搭建A73架构，速度应该很快。DST的音效我就想起华为手机，是一种享受。相同价位的电视还是这款性价比高。因为房子还没入住，家具也没进场，显得电视装上后看起来很小。实际上对于观看距离在4米以内的是合适的啦。再说说安装师傅，预约后当天就上门安装，速度快，态度好，服务好。这次新家所有电器是国产品牌。信赖国产品牌，信赖创维。,负面
5,物流速度很快，非常棒，今天就看了电视，非常清晰，非常流畅，一次非常完美的购物体验,负面
3998,电视机当天到货，神速。清晰度、音质一般。语音控制器没有送，非常不爽。,负面
3618,电视还可以，速度挺快的，但是开机用的时间久了就会卡，无线投屏反应慢。这可能是安卓的通病吧，家里那台投影仪也是这样。还有，电视可视角度不错，之前有人说45度发白，吓得我差点没买，估计他的是质量问题。第一次开机更新一下系统到最新版本，以后开机就快了，大概几十秒，没什么好在意的。唯一想给差评的地方竟然是京东的物流服务，下单后，不知道是需要先预约才能发货，结果没接到预约客服电话，他们就给我推迟两天发，后来我主动联系客服要求不能推迟发，竟然没一个客服能给我解决问题，都是敷衍我。能找的都找了，花了两天时间给客服解释，打了很多电话也没用，真是有种投诉无门的感觉。就因为没接到你们的电话，就活该推迟两天吗？你们的物流怎么那么死板？本来是要给五星的，说着说着来气了，果断1星。本来打算买来后好不好都退的，来解解气。结果还是没退，因为电视本身确实还满意，就是憋着气很不爽。,负面
816,今天刚收到，看起来感觉还不错，不过要等用了才知道,负面
214,东西还不错，质量比较让人放心,正面
1575,送货快，服务好，满意。,负面
2672,物流挺快的，第二天就送到了。电视还可以，就是分辨率不是很好，其他都还行,负面
376,送货快，不是我用的，所以应该没问题吧。,正面
1235,京东商城商品齐全，质优价廉，送货快，服务好。,正面
2581,第二次购买微鲸电视，之前在2015年11月买过一台刚刚上市不久的55K1旗舰版，使用已近2年的时间，机器的性能非常出色，系统运行非常顺畅，没有出现丝毫卡顿现象，这次赶上微鲸在京东8.8搞活动我毫不犹豫有入手了一台，这台机器的配置为2G+16G，8月8日当天就送到，今天安装师傅如约上门安装挂架，收费100元（含挂架费用），收费较合理，这里还有个小误会，我由于没有和客服沟通清楚我还误拍了一个京东自营微鲸专用挂架，我一会就去申请退货。我现在正在试看这款电视，由于安装在卧室，个人感觉大小正好，并没有感觉大，系统依旧运行流畅，色彩柔和纯正，不足之处好像这台机器的音质不如我之前买的K系列的机器，另外微鲸的赠送的会员节目源很给力，值得推荐！,负面
3670,首先不得不说这是一次糟糕的购物经历，电视到手后外观没什么问题，开机比较慢、大多片源都需要VIP权限这可能是目前智能电视的普遍特点。那么问题来了，进入VIP领取，显示设备码有问题，打电话给客服，共计43'27''这货就没说出个所以然。不承认有问题，说到关键问题就不吱声。要是质量一般我忍了，客服就不能雇个懂点常识的吗！总之我是不会再选微鲸的任何产品了。很认真的写这段评论就是能给大家一个参考。因为售后可能会比产品更重要。,负面
